game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo,havoc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
L (27-45),1,24,49.0,233,1,23,116,1,5.0,72,4.8,1,7,1,21,6,48,0,1,0,1.0,22.0,30.0,347.0,4.0,44.0,198.0,2.0,4.5,74.0,7.4,1.0,8.0,1.0,24.0,8.0,72.0,1.0,0.0,5.216111740276438,,,,,,,,,
W (31-28),0,19,27.0,253,4,31,100,0,3.2,58,6.1,3,5,3,18,7,38,0,0,0,0.0,27.0,39.0,337.0,1.0,33.0,164.0,3.0,5.0,72.0,7.0,1.0,8.0,1.0,28.0,7.0,56.0,0.0,0.0,21.908606512264285,,,,,,,,,
L (16-34),1,15,32.0,143,0,30,55,1,1.8,62,3.2,2,2,2,11,3,14,1,0,1,1.0,21.0,34.0,192.0,2.0,43.0,263.0,2.0,6.1,77.0,5.9,1.0,10.0,1.0,20.0,8.0,72.0,0.0,1.0,34.00873099794428,,,,,,,,,
L (13-16),1,18,29.0,245,1,25,127,0,5.1,54,6.9,1,6,1,15,8,80,0,1,0,1.0,20.0,30.0,186.0,0.0,41.0,172.0,1.0,4.2,71.0,5.0,2.0,11.0,2.0,24.0,5.0,45.0,0.0,1.0,47.36083450611211,,,,,,,,,
L (20-24),2,26,35.0,290,1,24,61,1,2.5,59,5.9,0,12,0,15,4,30,0,2,1,0.0,20.0,30.0,285.0,1.0,37.0,139.0,2.0,3.8,67.0,6.3,1.0,11.0,1.0,22.0,4.0,51.0,0.0,0.0,32.53156863549339,,,,,,,,,
W (24-0),3,17,35.0,176,0,44,192,3,4.4,79,4.7,2,6,2,17,10,88,1,2,0,4.0,21.0,42.0,238.0,0.0,34.0,-4.0,0.0,-0.1,76.0,3.1,4.0,4.0,4.0,18.0,5.0,55.0,2.0,2.0,17.991939984354744,,,,,,,,,
L (6-41),1,15,29.0,172,0,42,15,0,0.4,71,2.6,3,3,3,11,9,85,0,1,1,2.0,23.0,42.0,391.0,3.0,29.0,221.0,2.0,7.6,71.0,8.6,4.0,7.0,4.0,24.0,7.0,70.0,0.0,2.0,10.938364623173364,,,,,,,,,
L (10-16),0,29,39.0,300,1,37,41,0,1.1,76,4.5,2,6,2,21,12,59,0,0,0,1.0,18.0,31.0,260.0,1.0,34.0,104.0,0.0,3.1,65.0,5.6,1.0,8.0,1.0,21.0,4.0,47.0,0.0,1.0,25.814531880729767,,,,,,,,,
L (17-35),0,20,33.0,151,0,51,192,2,3.8,84,4.1,4,10,4,21,14,107,0,0,0,0.0,19.0,32.0,246.0,0.0,47.0,241.0,5.0,5.1,79.0,6.2,3.0,12.0,3.0,26.0,11.0,76.0,0.0,0.0,10.44228946733773,,,,,,,,,
W (49-6),0,7,16.0,109,2,43,286,4,6.7,59,6.7,0,11,0,16,4,39,0,0,0,3.0,19.0,40.0,157.0,0.0,45.0,122.0,0.0,2.7,85.0,3.3,2.0,8.0,2.0,19.0,4.0,20.0,1.0,2.0,26.66322257950869,,,,,,,,,
W (20-17),3,20,37.0,277,3,39,150,0,3.8,76,5.6,4,7,4,21,7,65,2,1,1,1.0,16.0,39.0,179.0,1.0,46.0,161.0,1.0,3.5,85.0,4.0,2.0,7.0,2.0,19.0,9.0,88.0,0.0,1.0,20.01556000087887,,,,,,,,,
W (24-2),1,9,22.0,127,0,48,198,2,4.1,70,4.6,2,9,2,17,10,70,0,1,1,3.0,14.0,35.0,174.0,0.0,34.0,133.0,0.0,3.9,69.0,4.4,2.0,5.0,2.0,18.0,4.0,38.0,2.0,1.0,29.15233484110052,,,,,,,,,
W (30-28),2,24,37.0,263,2,48,193,1,4.0,85,5.4,3,11,3,27,6,70,2,0,1,4.0,28.0,44.0,363.0,2.0,33.0,129.0,2.0,3.9,77.0,6.4,4.0,7.0,4.0,28.0,4.0,44.0,3.0,1.0,72.6157473363836,,,,,,,,,
L (21-63),2,16,31.0,221,2,40,45,1,1.1,71,3.7,1,3,1,12,6,32,0,2,1,1.0,12.0,23.0,229.0,4.0,48.0,385.0,5.0,8.0,71.0,8.6,2.0,15.0,2.0,24.0,9.0,68.0,1.0,0.0,66.22749743171833,,,,,,,,,
W (29-21),1,26,44.0,297,3,24,109,0,4.5,68,6.0,3,3,3,22,9,106,0,1,1,3.0,12.0,30.0,130.0,0.0,54.0,203.0,3.0,3.8,84.0,4.0,3.0,11.0,3.0,22.0,6.0,51.0,2.0,1.0,106.61801402529504,,,,,,,,,
W (49-17),0,18,29.0,312,3,33,262,3,7.9,62,9.3,0,10,0,20,1,5,0,0,1,1.0,24.0,36.0,250.0,1.0,31.0,76.0,1.0,2.5,67.0,4.9,1.0,4.0,1.0,15.0,3.0,20.0,0.0,1.0,109.11993794304914,,,,,,,,,
L (30-38),3,26,40.0,311,2,31,93,1,3.0,71,5.7,1,8,1,21,3,24,2,1,1,1.0,11.0,24.0,139.0,2.0,53.0,213.0,3.0,4.0,77.0,4.6,1.0,15.0,1.0,24.0,5.0,31.0,1.0,0.0,-11.494165531151998,,,,,,,,,
L (3-34),4,14,28.0,151,0,27,88,0,3.3,55,4.3,1,6,1,12,7,75,1,3,0,3.0,24.0,34.0,313.0,2.0,37.0,128.0,2.0,3.5,71.0,6.2,1.0,8.0,1.0,25.0,5.0,44.0,1.0,2.0,-28.56170607837213,,,,,,,,,
W (20-10),2,10,14.0,167,1,44,190,1,4.3,58,6.2,0,7,0,14,3,34,0,2,1,3.0,11.0,21.0,146.0,1.0,37.0,121.0,0.0,3.3,58.0,4.6,2.0,10.0,2.0,20.0,4.0,15.0,0.0,3.0,-15.00761823338902,,,,,,,,,
W (41-21),0,18,30.0,351,3,38,134,0,3.5,68,7.1,0,6,0,20,8,49,0,0,1,0.0,28.0,51.0,319.0,1.0,30.0,78.0,2.0,2.6,81.0,4.9,3.0,5.0,3.0,22.0,8.0,65.0,0.0,0.0,-2.0008317248481013,,,,,,,,,
W (17-13),1,14,25.0,213,2,21,83,0,4.0,46,6.4,1,2,1,13,6,56,1,0,0,1.0,4.0,7.0,25.0,0.0,64.0,302.0,2.0,4.7,71.0,4.6,2.0,18.0,2.0,21.0,4.0,29.0,0.0,1.0,38.57656275694082,,,,,,,,,
W (28-10),1,6,17.0,120,1,41,297,3,7.2,58,7.2,1,10,1,16,9,66,0,1,1,0.0,17.0,36.0,169.0,1.0,30.0,110.0,0.0,3.7,66.0,4.2,2.0,8.0,2.0,18.0,9.0,76.0,0.0,0.0,73.01678897723146,,,,,,,,,
W (45-14),1,31,43.0,301,4,30,153,2,5.1,73,6.2,1,9,1,24,6,47,1,0,1,3.0,35.0,54.0,340.0,2.0,26.0,73.0,0.0,2.8,80.0,5.2,2.0,4.0,2.0,25.0,5.0,40.0,1.0,2.0,21.985387895856583,,,,,,,,,
W (48-13),0,28,34.0,338,3,36,171,2,4.8,70,7.3,0,13,0,28,6,50,0,0,1,0.0,12.0,23.0,179.0,2.0,31.0,87.0,0.0,2.8,54.0,4.9,2.0,5.0,2.0,13.0,1.0,5.0,0.0,0.0,30.43056938023485,,,,,,,,,
W (42-31),1,18,33.0,211,2,47,224,4,4.8,80,5.4,1,13,1,26,10,89,0,1,0,4.0,31.0,46.0,367.0,3.0,23.0,96.0,1.0,4.2,69.0,6.7,3.0,6.0,3.0,24.0,3.0,30.0,0.0,4.0,78.75144463727052,,,,,,,,,
W (50-48),2,31,45.0,399,4,40,239,2,6.0,85,7.5,1,15,1,33,8,86,1,1,1,0.0,27.0,47.0,310.0,4.0,39.0,259.0,2.0,6.6,86.0,6.6,3.0,13.0,3.0,27.0,7.0,50.0,0.0,0.0,96.94530184780638,,,,,,,,,
W (27-24),1,22,29.0,263,1,36,214,2,5.9,65,7.3,1,12,1,24,9,85,0,1,1,1.0,17.0,27.0,253.0,2.0,26.0,51.0,0.0,2.0,53.0,5.7,2.0,3.0,2.0,17.0,2.0,20.0,1.0,0.0,105.5931990225352,,,,,,,,,
L (10-24),1,22,37.0,200,0,31,191,1,6.2,68,5.8,0,11,0,21,9,104,0,1,0,1.0,17.0,27.0,228.0,1.0,37.0,163.0,2.0,4.4,64.0,6.1,4.0,9.0,4.0,22.0,5.0,35.0,1.0,0.0,89.27073320343267,,,,,,,,,
W (41-7),2,23,36.0,232,3,36,246,2,6.8,72,6.6,1,10,1,22,3,30,1,1,1,4.0,29.0,46.0,211.0,1.0,15.0,8.0,0.0,0.5,61.0,3.6,1.0,2.0,1.0,15.0,4.0,24.0,0.0,4.0,15.368498872232507,,,,,,,,,
L (20-28),1,31,49.0,335,2,21,56,0,2.7,70,5.6,2,3,2,23,8,50,1,0,1,0.0,13.0,21.0,106.0,2.0,41.0,195.0,2.0,4.8,62.0,4.9,0.0,10.0,0.0,16.0,12.0,74.0,0.0,0.0,-6.445815107940421,,,,,,,,,
L (28-47),1,24,42.0,264,2,28,125,1,4.5,70,5.6,3,8,3,24,5,55,1,0,1,1.0,21.0,34.0,293.0,4.0,31.0,155.0,1.0,5.0,65.0,6.9,1.0,11.0,1.0,25.0,11.0,91.0,0.0,1.0,8.490598776699667,,,,,,,,,
W (49-30),0,17,23.0,234,3,39,207,4,5.3,62,7.1,0,11,0,24,5,45,0,0,1,3.0,13.0,30.0,194.0,3.0,38.0,239.0,1.0,6.3,68.0,6.4,1.0,14.0,1.0,22.0,5.0,25.0,2.0,1.0,55.51806569738969,,,,,,,,,
W (30-6),1,20,33.0,221,1,46,319,2,6.9,79,6.8,2,15,2,27,8,75,1,0,1,0.0,19.0,46.0,215.0,0.0,17.0,45.0,0.0,2.6,63.0,4.1,1.0,3.0,1.0,15.0,4.0,41.0,0.0,0.0,86.92799276675406,,,,,,,,,
L (7-50),3,11,34.0,97,0,26,72,1,2.8,60,2.8,2,7,2,12,9,61,0,3,0,0.0,25.0,36.0,425.0,4.0,39.0,128.0,2.0,3.3,75.0,7.4,2.0,10.0,2.0,31.0,9.0,72.0,0.0,0.0,70.817446851837,,,,,,,,,
W (34-13),1,8,24.0,75,1,58,346,3,6.0,82,5.1,1,17,1,23,7,60,0,1,0,2.0,13.0,29.0,181.0,1.0,25.0,23.0,0.0,0.9,54.0,3.8,1.0,1.0,1.0,8.0,2.0,20.0,0.0,2.0,17.060395601390503,,,,,,,,,
W (51-14),0,19,27.0,306,2,61,319,4,5.2,88,7.1,0,15,0,29,10,95,0,0,1,0.0,12.0,29.0,84.0,1.0,18.0,75.0,1.0,4.2,47.0,3.4,2.0,3.0,2.0,8.0,2.0,10.0,0.0,0.0,18.73870905380111,,,,,,,,,
L (17-24),0,18,31.0,138,0,40,228,2,5.7,71,5.2,4,12,4,22,5,38,0,0,0,0.0,11.0,23.0,172.0,2.0,29.0,112.0,1.0,3.9,52.0,5.5,2.0,5.0,2.0,14.0,8.0,79.0,0.0,0.0,-0.7017236880568394,,,,,,,,,
L (27-34),4,23,43.0,287,1,39,163,2,4.2,82,5.5,2,10,2,22,5,65,1,3,0,1.0,9.0,15.0,158.0,2.0,41.0,301.0,2.0,7.3,56.0,8.2,3.0,10.0,3.0,17.0,5.0,37.0,0.0,1.0,14.22562245857901,,,,,,,,,
W (33-31),0,25,42.0,323,2,53,226,1,4.3,95,5.8,1,12,1,28,7,60,0,0,0,2.0,19.0,33.0,333.0,4.0,18.0,69.0,0.0,3.8,51.0,7.9,1.0,5.0,1.0,16.0,5.0,46.0,1.0,1.0,23.60305926981641,,,,,,,,,
L (7-41),4,29,46.0,211,1,15,8,0,0.5,61,3.6,1,2,1,15,4,24,0,4,0,2.0,23.0,36.0,232.0,3.0,36.0,246.0,2.0,6.8,72.0,6.6,1.0,10.0,1.0,22.0,3.0,30.0,1.0,1.0,-5.502445965662088,,,,,,,,,
L (17-47),1,25,40.0,225,2,29,16,0,0.6,69,3.5,4,6,4,15,4,38,0,1,0,3.0,15.0,19.0,249.0,2.0,56.0,390.0,5.0,7.0,75.0,8.5,0.0,15.0,0.0,23.0,7.0,75.0,1.0,2.0,-23.39779673699186,,,,,,,,,
L (14-24),2,20,39.0,246,1,28,92,1,3.3,67,5.0,2,7,2,15,6,63,1,1,1,2.0,18.0,33.0,225.0,0.0,42.0,204.0,3.0,4.9,75.0,5.7,4.0,8.0,4.0,24.0,10.0,59.0,1.0,1.0,-6.919387804843206,,,,,,,,,
L (3-31),2,24,36.0,206,0,22,58,0,2.6,58,4.6,6,5,6,17,4,40,0,2,0,1.0,13.0,21.0,183.0,2.0,49.0,296.0,2.0,6.0,70.0,6.8,0.0,17.0,0.0,24.0,12.0,128.0,1.0,0.0,-20.61175552169385,,,,,,,,,
L (27-63),4,29,44.0,263,2,27,153,1,5.7,71,5.9,1,8,1,21,8,82,0,4,1,0.0,33.0,46.0,368.0,6.0,32.0,103.0,2.0,3.2,78.0,6.0,4.0,5.0,4.0,25.0,3.0,25.0,0.0,0.0,-8.80878981777343,,,,,,,,,
W (38-3),1,32,48.0,281,3,30,143,2,4.8,78,5.4,2,9,2,27,4,50,0,1,1,0.0,7.0,19.0,54.0,0.0,38.0,77.0,0.0,2.0,57.0,2.3,3.0,5.0,3.0,11.0,9.0,76.0,0.0,0.0,12.453107279572816,,,,,,,,,
L (16-55),1,12,26.0,122,0,37,192,1,5.2,63,5.0,5,6,5,16,8,65,1,0,0,1.0,23.0,34.0,443.0,3.0,29.0,203.0,4.0,7.0,63.0,10.3,2.0,8.0,2.0,24.0,9.0,114.0,0.0,1.0,2.268908654238152,,,,,,,,,
L (30-33),3,31,42.0,362,1,43,148,2,3.4,85,6.0,2,9,2,26,8,67,1,2,0,3.0,24.0,38.0,352.0,0.0,38.0,173.0,4.0,4.6,76.0,6.9,3.0,9.0,3.0,27.0,10.0,83.0,0.0,3.0,16.856306513146425,,,,,,,,,
L (34-37),1,23,34.0,271,3,45,212,1,4.7,79,6.1,5,12,5,28,8,69,1,0,0,1.0,26.0,37.0,415.0,3.0,32.0,112.0,2.0,3.5,69.0,7.6,1.0,8.0,1.0,22.0,8.0,88.0,0.0,1.0,4.600984350127307,,,,,,,,,
L (31-33),2,19,33.0,333,4,18,69,0,3.8,51,7.9,1,5,1,16,5,46,1,1,1,0.0,25.0,42.0,323.0,2.0,53.0,226.0,1.0,4.3,95.0,5.8,1.0,12.0,1.0,28.0,7.0,60.0,0.0,0.0,23.57556727180696,,,,,,,,,
L (24-38),2,11,25.0,166,0,39,181,3,4.6,64,5.4,2,6,2,15,11,80,1,1,0,2.0,19.0,26.0,246.0,2.0,39.0,176.0,3.0,4.5,65.0,6.5,3.0,8.0,3.0,20.0,7.0,61.0,2.0,0.0,-7.651173296698419,,,,,,,,,
W (28-21),3,17,28.0,206,1,56,242,2,4.3,84,5.3,3,12,3,27,3,33,2,1,1,1.0,25.0,44.0,354.0,2.0,26.0,101.0,1.0,3.9,70.0,6.5,1.0,3.0,1.0,19.0,6.0,52.0,0.0,1.0,44.85222953696275,,,,,,,,,
L (7-20),2,23,35.0,260,1,39,132,0,3.4,74,5.3,2,8,2,21,2,10,1,1,0,1.0,14.0,21.0,185.0,1.0,41.0,240.0,1.0,5.9,62.0,6.9,0.0,11.0,0.0,17.0,9.0,74.0,0.0,1.0,59.00043389492072,,,,,,,,,
W (37-34),2,9,18.0,138,2,57,366,3,6.4,75,6.7,1,16,1,23,8,84,2,0,1,1.0,21.0,37.0,286.0,1.0,35.0,168.0,3.0,4.8,72.0,6.3,3.0,6.0,3.0,22.0,5.0,52.0,1.0,0.0,78.78452028402384,,,,,,,,,
L (28-31),2,26,38.0,300,3,38,208,1,5.5,76,6.7,0,9,0,24,7,60,2,0,1,0.0,18.0,29.0,212.0,1.0,44.0,232.0,3.0,5.3,73.0,6.1,3.0,9.0,3.0,24.0,3.0,24.0,0.0,0.0,91.8163606958631,,,,,,,,,
L (42-47),0,29,43.0,504,4,16,24,1,1.5,59,8.9,2,1,2,22,4,47,0,0,1,0.0,29.0,37.0,514.0,3.0,40.0,112.0,2.0,2.8,77.0,8.1,1.0,7.0,1.0,26.0,10.0,97.0,0.0,0.0,-6.431416893636201,,,,,,,,,
L (43-50),2,34,59.0,384,4,33,121,1,3.7,92,5.5,6,7,6,28,5,77,1,1,1,4.0,26.0,36.0,455.0,4.0,34.0,103.0,1.0,3.0,70.0,8.0,3.0,6.0,3.0,24.0,13.0,138.0,2.0,2.0,2.7062744319569703,,,,,,,,,
W (37-13),3,21,31.0,212,2,51,220,1,4.3,82,5.3,0,17,0,28,5,56,1,2,1,3.0,20.0,38.0,183.0,0.0,34.0,91.0,1.0,2.7,72.0,3.8,3.0,7.0,3.0,20.0,4.0,20.0,1.0,2.0,14.827807404719136,,,,,,,,,
L (35-36),1,26,35.0,385,3,32,115,2,3.6,67,7.5,2,7,2,27,9,69,1,0,0,1.0,32.0,45.0,285.0,1.0,39.0,191.0,3.0,4.9,84.0,5.7,2.0,10.0,2.0,27.0,6.0,50.0,1.0,0.0,-1.259688689522065,,,,,,,,,
W (63-27),0,33,46.0,368,6,32,103,2,3.2,78,6.0,4,5,4,25,3,25,0,0,0,4.0,29.0,44.0,263.0,2.0,27.0,153.0,1.0,5.7,71.0,5.9,1.0,8.0,1.0,21.0,8.0,82.0,0.0,4.0,36.926119990872,,,,,,,,,
W (42-14),1,15,19.0,195,2,49,350,4,7.1,68,8.0,2,18,2,28,12,103,1,0,1,2.0,19.0,34.0,208.0,1.0,26.0,59.0,1.0,2.3,60.0,4.5,2.0,4.0,2.0,16.0,4.0,35.0,1.0,1.0,16.63058152641755,,,,,,,,,
W (38-31),1,7,20.0,186,3,50,325,2,6.5,70,7.3,0,18,0,23,12,82,1,0,1,1.0,16.0,33.0,229.0,2.0,46.0,304.0,2.0,6.6,79.0,6.7,1.0,16.0,1.0,28.0,3.0,25.0,0.0,1.0,34.788642554368046,,,,,,,,,
W (49-7),0,26,34.0,323,3,46,311,3,6.8,80,7.9,1,16,1,31,8,81,0,0,1,1.0,19.0,31.0,134.0,1.0,29.0,100.0,0.0,3.4,60.0,3.9,2.0,7.0,2.0,14.0,4.0,34.0,0.0,1.0,67.8125400358253,,,,,,,,,
L (38-41),2,20,29.0,290,3,42,187,2,4.5,71,6.7,0,12,0,24,2,18,0,2,0,1.0,2.0,8.0,68.0,1.0,55.0,386.0,3.0,7.0,63.0,7.2,0.0,19.0,0.0,21.0,2.0,10.0,0.0,1.0,52.27053506604243,,,,,,,,,
L (21-29),3,12,30.0,130,0,54,203,3,3.8,84,4.0,3,11,3,22,6,51,2,1,0,1.0,26.0,44.0,297.0,3.0,24.0,109.0,0.0,4.5,68.0,6.0,3.0,3.0,3.0,22.0,9.0,106.0,0.0,1.0,66.7184631389966,,,,,,,,,
L (20-37),2,22,37.0,242,0,53,223,2,4.2,90,5.2,0,13,0,26,5,40,2,0,0,1.0,15.0,27.0,180.0,3.0,38.0,197.0,2.0,5.2,65.0,5.8,0.0,10.0,0.0,18.0,0.0,0.0,0.0,1.0,48.99567188615779,,,,,,,,,
L (7-28),3,16,27.0,153,1,25,-73,0,-2.9,52,1.5,1,0,1,8,8,80,2,1,0,0.0,22.0,38.0,195.0,1.0,40.0,108.0,0.0,2.7,78.0,3.9,3.0,8.0,3.0,18.0,14.0,122.0,0.0,0.0,-8.051521083321965,,,,,,,,,
L (21-40),0,19,35.0,238,1,53,158,2,3.0,88,4.5,2,13,2,22,17,156,0,0,1,2.0,12.0,22.0,169.0,1.0,46.0,337.0,4.0,7.3,68.0,7.4,5.0,12.0,5.0,21.0,9.0,80.0,1.0,1.0,4.107403840747171,,,,,,,,,
L (37-43),3,23,41.0,346,4,35,154,0,4.4,76,6.6,2,7,2,22,10,97,0,3,0,2.0,24.0,42.0,310.0,1.0,49.0,130.0,3.0,2.7,91.0,4.8,5.0,7.0,5.0,25.0,9.0,80.0,2.0,0.0,13.632726169992782,,,,,,,,,
L (13-24),5,21,43.0,243,0,43,134,1,3.1,86,4.4,3,9,3,23,12,94,3,2,0,2.0,12.0,22.0,172.0,1.0,41.0,145.0,2.0,3.5,63.0,5.0,3.0,8.0,3.0,18.0,9.0,73.0,2.0,0.0,-6.286967913281954,,,,,,,,,
L (26-38),1,17,33.0,270,1,38,128,1,3.4,71,5.6,4,7,4,22,6,50,1,0,0,2.0,12.0,16.0,184.0,1.0,46.0,290.0,3.0,6.3,62.0,7.6,1.0,12.0,1.0,20.0,13.0,139.0,0.0,2.0,-22.98078659816162,,,,,,,,,
L (14-24),4,29,45.0,381,1,23,-1,1,0.0,68,5.6,1,2,1,18,4,39,2,2,1,1.0,9.0,13.0,100.0,0.0,42.0,131.0,1.0,3.1,55.0,4.2,1.0,8.0,1.0,12.0,3.0,31.0,1.0,0.0,-14.414081105023598,,,,,,,,,
W (31-20),1,15,24.0,319,4,34,83,0,2.4,58,6.9,2,1,2,15,4,35,0,1,0,2.0,25.0,44.0,359.0,2.0,29.0,34.0,1.0,1.2,73.0,5.4,1.0,4.0,1.0,16.0,6.0,56.0,2.0,0.0,21.76867315394667,,,,,,,,,
L (13-20),4,18,31.0,181,0,39,117,1,3.0,70,4.3,1,10,1,20,7,67,0,4,0,1.0,15.0,24.0,189.0,2.0,29.0,33.0,0.0,1.1,53.0,4.2,3.0,4.0,3.0,14.0,7.0,71.0,1.0,0.0,21.199880774629083,,,,,,,,,
W (33-14),2,17,26.0,294,2,41,198,1,4.8,67,7.3,3,9,3,26,6,68,1,1,0,2.0,8.0,20.0,94.0,0.0,35.0,127.0,2.0,3.6,55.0,4.0,3.0,6.0,3.0,12.0,9.0,78.0,2.0,0.0,54.75753812153509,,,,,,,,,
L (7-30),4,14,30.0,174,1,25,63,0,2.5,55,4.3,0,3,0,12,5,49,1,3,0,1.0,16.0,27.0,181.0,1.0,39.0,121.0,2.0,3.1,66.0,4.6,3.0,7.0,3.0,20.0,3.0,5.0,0.0,1.0,58.39102398647653,,,,,,,,,
W (37-10),0,5,10.0,96,1,49,353,3,7.2,59,7.6,0,15,0,17,9,83,0,0,1,1.0,16.0,41.0,222.0,1.0,29.0,90.0,0.0,3.1,70.0,4.5,4.0,6.0,4.0,19.0,5.0,25.0,0.0,1.0,70.68450566272342,,,,,,,,,
W (26-21),1,7,13.0,107,0,48,203,2,4.2,61,5.1,2,13,2,20,10,90,1,0,0,2.0,22.0,34.0,268.0,2.0,35.0,21.0,1.0,0.6,69.0,4.2,4.0,3.0,4.0,19.0,5.0,54.0,0.0,2.0,111.31846666095949,,,,,,,,,
W (48-14),0,8,20.0,262,2,47,312,5,6.6,67,8.6,4,12,4,23,5,55,0,0,0,1.0,18.0,40.0,177.0,0.0,47.0,137.0,1.0,2.9,87.0,3.6,2.0,9.0,2.0,22.0,7.0,97.0,0.0,1.0,17.193282342937813,,,,,,,,,
L (34-35),2,25,42.0,338,2,34,85,1,2.5,76,5.6,5,8,5,20,7,74,0,2,0,1.0,28.0,51.0,243.0,3.0,37.0,196.0,1.0,5.3,88.0,5.0,5.0,11.0,5.0,30.0,8.0,95.0,1.0,0.0,26.007920606555885,,,,,,,,,
L (24-27),4,25,46.0,297,1,42,126,1,3.0,88,4.8,7,10,7,29,5,42,1,3,0,1.0,17.0,31.0,149.0,2.0,41.0,192.0,0.0,4.7,72.0,4.7,0.0,10.0,0.0,18.0,9.0,91.0,0.0,1.0,33.61462472830675,,,,,,,,,
W (63-21),1,12,23.0,229,4,48,385,5,8.0,71,8.6,2,15,2,24,9,68,1,0,0,2.0,16.0,31.0,221.0,2.0,40.0,45.0,1.0,1.1,71.0,3.7,1.0,3.0,1.0,12.0,6.0,32.0,0.0,2.0,70.00217835917942,,,,,,,,,
L (31-34),3,23,38.0,290,1,46,167,3,3.6,84,5.4,1,8,1,21,15,120,1,2,0,0.0,16.0,24.0,214.0,2.0,55.0,139.0,2.0,2.5,79.0,4.5,5.0,7.0,5.0,21.0,5.0,55.0,0.0,0.0,79.93276807009913,,,,,,,,,
W (34-7),0,24,40.0,307,2,42,232,2,5.5,82,6.6,1,17,1,28,11,112,0,0,1,3.0,9.0,22.0,116.0,0.0,41.0,134.0,1.0,3.3,63.0,4.0,3.0,8.0,3.0,15.0,11.0,80.0,1.0,2.0,115.94846217473898,,,,,,,,,
L (14-24),4,8,26.0,156,2,36,62,0,1.7,62,3.5,3,4,3,12,9,60,2,2,0,2.0,18.0,26.0,242.0,2.0,49.0,175.0,1.0,3.6,75.0,5.6,0.0,11.0,0.0,23.0,10.0,63.0,1.0,1.0,-6.418410925306087,,,,,,,,,
L (14-48),2,15,26.0,201,2,37,110,0,3.0,63,4.9,2,9,2,21,6,38,0,2,1,0.0,16.0,23.0,302.0,3.0,41.0,309.0,3.0,7.5,64.0,9.5,1.0,12.0,1.0,26.0,5.0,68.0,0.0,0.0,-18.436799934945192,,,,,,,,,
L (17-20),1,22,42.0,228,1,43,217,1,5.0,85,5.2,2,10,2,25,5,40,0,1,0,0.0,29.0,44.0,352.0,1.0,30.0,99.0,1.0,3.3,74.0,6.1,0.0,7.0,0.0,21.0,10.0,74.0,0.0,0.0,-0.0874089410930665,,,,,,,,,
W (34-16),1,21,34.0,192,2,43,263,2,6.1,77,5.9,1,10,1,20,8,72,0,1,0,1.0,15.0,32.0,143.0,0.0,30.0,55.0,1.0,1.8,62.0,3.2,2.0,2.0,2.0,11.0,3.0,14.0,1.0,0.0,6.158046219709172,,,,,,,,,
W (31-14),1,21,28.0,226,2,46,200,2,4.3,74,5.8,1,11,1,24,8,95,0,1,1,1.0,21.0,38.0,195.0,1.0,27.0,88.0,1.0,3.3,65.0,4.4,3.0,7.0,3.0,19.0,5.0,55.0,0.0,1.0,47.33881117701408,,,,,,,,,
L (35-52),1,30,49.0,383,3,39,157,2,4.0,88,6.1,2,10,2,27,10,73,0,1,0,1.0,37.0,47.0,515.0,4.0,32.0,128.0,3.0,4.0,79.0,8.1,3.0,9.0,3.0,34.0,7.0,57.0,1.0,0.0,37.137192871365656,,,,,,,,,
W (31-23),4,31,42.0,272,1,36,175,2,4.9,78,5.7,2,11,2,25,4,35,2,2,1,3.0,19.0,39.0,256.0,2.0,40.0,206.0,0.0,5.2,79.0,5.8,0.0,13.0,0.0,22.0,6.0,51.0,2.0,1.0,23.578832620047365,,,,,,,,,
L (27-30),3,24,34.0,281,2,45,171,1,3.8,79,5.7,0,9,0,22,5,44,0,3,0,0.0,21.0,34.0,299.0,1.0,40.0,131.0,2.0,3.3,74.0,5.8,0.0,8.0,0.0,21.0,5.0,39.0,0.0,0.0,32.29775952774075,,,,,,,,,
L (14-28),3,19,32.0,163,1,33,212,1,6.4,65,5.8,1,8,1,18,8,80,0,3,0,1.0,16.0,26.0,180.0,0.0,34.0,194.0,3.0,5.7,60.0,6.2,1.0,8.0,1.0,16.0,7.0,44.0,1.0,0.0,46.51075904649724,,,,,,,,,
W (41-14),1,21,30.0,247,2,36,201,3,5.6,66,6.8,0,8,0,16,10,100,1,0,1,3.0,23.0,38.0,247.0,2.0,37.0,138.0,0.0,3.7,75.0,5.1,1.0,10.0,1.0,22.0,5.0,31.0,2.0,1.0,60.196796148166015,,,,,,,,,
